chosen,rejected
Proposé par PAC2 (d)  Le terme a semble-t-il été défini dans l ouvrage   Political Ponerology  . L ouvrage a semble-t-il été très peu cité (moins d une vingtaine de fois). Je n ai pas l impression que l usage de ce terme ait été repris par d autres auteurs. Je ne vois donc pas l intérêt encyclopédique de l article.,"Vous avez épuisé toutes les chances qui vous ont donné, et vous avez le culot de m adresser ce message après un énième vandalisme (sans parler de ceux des heures précédentes, sous vos faux-nez). Vous nous faites perdre notre temps, et perdez le votre ; j espère que vous êtes un adolescent pour ainsi vous amuser à dégrader une encyclopédie. —    Jules      Discuter   "
"attend ta visite, si tu veux bien lire l article de WP de et voir si je n ai pas fait trop de fautes de traduction...Merci d avance et bien amicalement...PS y a-t-il déjà des amandiers en fleurs autour du Quorum ? Arapaima (d)  Merci grandement ! Pour les jpg qui n apparaissent pas, je laisse en l état je trouve anormal qu un document photo ancien ne puisse pas être utilisé par ttes les WP . Et peut-être que quelqu un saura les transférer ? Bien cordialement Arapaima (d)  Bonsoir. Daniel Moziman est un de mes ancêtres. Je suis en train de modifier et de donner des éléments supplémentaires que je possède. Ces derniers vont apparaitre dans les prochains jours. LACAUNE (d) ","Je voulais juste signifier par l entremise de cette page de discussion que Monsieur BenoitL se croit drôle, mais qu en fait, le sens de l épizeuxe lui est totalement impromptu ! D ailleurs, c est bien simple, il croit que je crois qu il me croit paranoïaque et immature, chose parfaitement fausse puisque je suis parfaitement noïaque et mature. Alors hein, si c est pas une preuve, ça. Non mais oh ? Hein ? Bon. Que ça ne se reproduise que sur Wikipédia, ce type de bestiolle, hein !"
"Bonjour,       , Vous avez découvert combien il est facile de modifier et compléter Wikipédia. Votre modification a été annulée, soit parce qu’elle est non encyclopédique, soit parce qu’elle contrevient à nos règles. Merci de faire à l avenir des contributions constructives et d’. Sachez que tout un chacun est capable de surveiller . Les administrateurs ont par ailleurs la capacité de vous empêcher d écrire dans Wikipédia. Le bac à sable est à votre disposition pour tester la syntaxe de Wikipédia. Garfieldairlines ",bande de pédés leur album est sorti en france 2009 vous le trouvez partout fanc virgin leclerc et disquaires passe en boucle sur le mouv  dans inrock rock n folk et toute la presse allez on réagit
"Ok, mais alors on en fait de même pour absolument tous les autres articles de ce type sur wikipédia, et ceci quel que soit le portail... Parce que pour beaucoup d établissements d enseignement sup, les seules sources sont justement le service com (pour ne pas dire pratiquement toutes les institutions d enseignement sup). Et que sur la totalité de wikipédia, ce type d article existe car on a préféré le nombre d articles et le remplissage à la qualité et au contenu des articles... Fanchb29 (d) ","euuh...   J espère qu il n est pas trop dégouté des attaques en règles et du blocage sans motivation qu il a subit.   Attaque en règle lesquelles, plus précisement ? Blocage sans motivation désorganiser l encyclopedie en s mausant a deplacer des pages n importe ou dans le but specifique d emm***der le monde est une réaison cordialement -   le chat   にゃ "
"Et qu il eut été agréable que le malotru (Francis Blanche prononçait plaisamment mais fort à propos « malotrou ») qui se permet de commenter mon vote se dispensât d attaques   ad hominem  , lesquelles sont en principe interdites dans WP ; sauf bien sûr, dans le cas d invidus de son espèce, à l éducation déficiente, tant il est vrai que, chassé le naturel, celui-ci revient au galop. A l impossible nul n est tenu, et l on ne saurait reprocher à qui est impoli de nature de ne pas respecter les règles élémentaires de la courtoisie. Un peu comme si je demandais à mon chien de ne pas aller renifler le c.. de ses congénères. Gérard (d) "," Certainement pas ! C est exclu ! Je ne souhaite en aucun cas rétablir quoi que ce soit et encore moins collaborer avec une personne qui, prétendant mordicus avoir lu ses diverses sources cumulées pour une page en sociobiologie, il se révèle qu en fait elle n a pas même lu les 2 plus importants ouvrages de O.E. Wilson... !! Ne viens plus m emmerder ni me casser les couilles où que ce soit.Gromiko (discuter) "
"En quoi vous intervenez sur  ma  page de discussion ? Si c est pour encore  foutre la merde  en parlant poliment, très bien j abandonne ce compte (j en ai je ne sais plus combien et je peux changer d IP à volonté). Vous êtes intervenu à 2h19 du matin ? Faites vous aussi partie des gens oisifs qui s ennuie et qui ont besoin de se méler des affaires des autres ? Vous voulez vous aussi vous faire  troller  pas de problème. Circée Perceis (d) ","Putain mais qu est-ce que je vais faire face à ça Endotoxine, où le jeune contributeur (pas de message de bienvenue et pas de page perso éditée) dit (ironiquement)  Merci à tel site  officiel dont il a copié mot pour mot le contenu (ce que google confirme) ?! Ça m énerve !!!!! Quel boulet ce nouveau ! A moins que ça soit le créateur unique du site de cette académie, mais sinon, quel **** de venir pourrir W avec des copier-coller ! P.Vigué  desolé pour la vulgarité"
"    Ce n est pas le comportement de Kumkum qui est en cause ici, mais celui de Panam2014.    Alors merci de cesser de nous donner, à tout propos, des illustrations coruscantes de ce qui est évoqué par Starus quand, dans une    des    RA dans laquelle vous êtes impliqué, où il s interroge sur et rappelle que, — [opérateur] ","Comme je vois que tu es un  utilisateur psychopathe , je te propose de faire le test de  mental disorder  ici."
 merci ;) ouai je vais m occuper de remettre à jour mes artistes préférés ) et je verrais par la suite ....," Ce passage du règlement explique quels sont les personnalités publiques qui méritent qu un article leur soit consacré  vous faites bien de le dire. Si vous ne m aviez pas sauté dessus comme des chacals (mdr), on en serait pas là. Fallait lire mon cv, pour se rendre compte que je suis une personnalité publique (oh bien sûr, je ne suis pas aussi connu que Johnny Hallyday lol, mais je suis Belge comme lui, autrement dit, attendez-vous à ce que Wikipédia se transforme en foire, si vous continuez à me traiter de Charlatan. Vous devez certainement être né sans cerveau pour affirmer une chose pareille, surtout lorsque j ai publié mon CV. Vous faites honte à Wikipédia, vous et tous ceux qui me condamnent sans procès et qui signent de leurs pseudos leurs injures à mon encontre ( je précise pour les autres qui n ont rien à avoir avec le comportement bestial de certains) Modeste Bis "
Ce n est pas parce que des Noirs sont    aussi    racistes anti-asiatiques qu ils ne sont pas racistes antiblancs. Marvoir (discuter) ,"Et bien si vous ne me saluez pas, ne venez pas me parler. Car vous à l arrogance de votre comportement se double de l immodestie de vos propos. Un partout, la balle au centre, merci et au revoir."
"Comme je l ai écris dans les   triangles de Napoléon   les segments [AD], [BE] et [CF] sont concourants en I, point de Torricelli de ABC (dit aussi point de Fermat), le point I réalise le minimum de la somme MA+MB+MC lorsque M décrit le plan (Théorème de Torricelli ou de Schruttka). J ai créé cette page à partir de la Liste des théorèmes où Schruttka était en rouge. Je n ai rien contre l appeler    point de Fermat    ou    théorème de Torricelli   ,   théorème de Fermat   me semble plus rare. ","Ecoutes Myrabella la bière c est un truc de mec, alors retourne à la cuisine avec ta louche et tes hallebardes !De la bière à la louche, non mais, tout quarteron de british que je sois même ça j ai jamais osé ! Phil"
"Je pense au lien sous  Autres sites  commonswiki, pas celui de P373. A noter que l erreur a disparu entretemps, mais il n y a pas de lien vers Commons. - - - ","LPLT je vous trouve vraiment malsaint, pour quelqu un qui se veut administrateur, qui à ce titre joue les moralisateur, et qui invoque des pseudo  règles et des principes  issu de son imagination pour m intimider en me menaçant de bloquer cette page, LPLT à force de jouer avec le feu vous finirez par vous bruler, vous vous moquer de moi. Ne faite pas la sourde oreille aux accusations que je porte contre vous et Hégesippe dans ma demande de déblocage, je vous invite donc à me débloquer, car je ne vais pas attendre 10 jours pour aller plus loin."
"N.B. pour Mhon le réseau Voltaire a été accusé ouvertement, publiquement , de complicités avec les islamistes (du Hezbollah pour être précis) et par des membres de sa direction qui l oint quitté pour cela je n ai rien inventé [d où ma phrase, que vous mereprochez, qui est strictement exacteapr rapport à al réalité, mais ça vous fait mal, alors vous retirez ; c est pourquoi je dis bande de rigolos ! La glaneuse ","Néron a bien mis le feux et quand ta protection aura cesser ,tu subira la justice du christe et ton sang coulera ,espece de fils de pute d enculer de ta mere!!!!"
"Salut. Après un ajout d information dans l infobox de Colin Jackson, j ai constaté que l article faisait en tout et pour tout 5 malheureuses lignes, indigne pour ce grand champion. J ai donc ajouté une info, puis deux... avant finalement de penser proposer l article au label. Avant de faire les ultimes modifications (il me reste encore 2 ou 3 § à créer), je souhaiterais connaitre ton avis sur le fond (points à améliorer, infos à ajouter...) mais aussi sur la forme (tournure des phrases, répétitions, style télégraphique...). Le but ultime étant l AdQ (et oui je ne doute de rien). Merci par avance de tes remarques. A+ Selligpau ✉ ","diff=65567750&oldid=61102337&rcid=66460573 Lisez & rétablissez SVP,... Si vous ne voulez pas que la FRANCE & BRETAGNE meurent idiotes, noyées sous ses tonnes de lisiers ou mythes écrits par des imbéciles ignares. MERCI pour MON PAYS & ma LANGUE pas polie pas politique, pas calottine, mais VRAIE, VULGAIRE = COMMUN, COMMUNE, celle de tous, du Bac-10 au Bac+10 = BON FRANCAIS BON ECRITURE & surtout SCIENCE EXACTE de mes MOTS. Ce botmachin me fatigue, il ne parle pas Français. MERCI!"
" Amen camarade, lycéen ! Passe ton bac et apprend à écrire et, à défaut d être utile à l Humanité (voire de lui être nuisible: vous n avez donc toujours pas compris le nécessaire échec du communisme ?), tu ne seras plus une injure à la langue française. (=S=) ","Bonjour, j ai parcouru tes contributions, et j ai intimement l impression que tu racontes que des conneries, à l image d un utilisateur de wikipédia de classe de 6ème, voire CE2. Peux-tu parcourir tes aneries ici où donner des sources ? Plyd /!\ "
"Je pense qu il y a un quiproquo sur l usage du terme   vandalisme  , en ce qui me concerne un vandale ajoute du   pipicacaj encule ta mere   ou transforme un 10 en 20 dans les articles. En l occurence, cet utilisateur souffre plutot d un problème de respect de la Wikipédia:pertinence et même si c est effectivement problématique, cela ne correspond pas à mon sens à du vandalisme. Je vais lui rajouter un mot sur sa page mais l ayant déjà fait je doute de l efficacité. sand ",Je vois que certains font encore les cons.... Soyez adultes ou nous serons obligé de vous dénoncer afin ue nous puissions utiliser wikipédia dans les meilleurs conditions. 193.55.52.3 (d) 
"Bonjour , Vous avez découvert combien il est facile de modifier Wikipédia. Votre modification a été    annulée    en raison de son caractère non constructif. Merci de ne pas réitérer ce genre de contribution. Visitez la page d’aide afin d’en apprendre plus ou le bac à sable afin de faire des tests.Cordialement, iAlex (Par ici ou par là), le ","Bonjour, Votre sale bot a supprimé le paragraphe que j ai ajouté sur le latin moderne dans l article  latin contemporain . Si vous l approuvez, il vous faut alors autoriser un article  latin moderne  à part. En vous remerciant d être plus tolérant que votre bot. A. Rousset"
"Voici un début de piste pour ceux qui ont le temps de creuser et de faire quelque chose d encyclopédique   Le christianisme a-t-il une âme ?  , pour reprendre depuis le début. Et je ne pense pas qu on puisse décrire cette histoire sans évoquer les débats christologiques des premiers siècles sur la   nature   de Jésus qui me semblent conditionner les débats sur l   âme   (d abord comme partie du   sarx  , si je ne m abuse). Concernant l église catholique voici un truc qui pourrait faire l affaire, par exemple. Quand aux articles du CEC, je ne vois pas d inconvénient à ce que cela figure dans le § sur le catholicisme, puisque c est le CEC. Il serait bon que cela soit commenté de manière externe mais c est déjà bien ainsi (avec l année d édition). Mogador ✉ "," Un peu léger comme information, quand même, pour un joueur qui a traité un journaliste de   sale fils de p...   avant d ajouter   VTFE, NTM  . L attitude du journaliste, on s en tape un journaliste n a pas à être exemplaire, un footballeur international    si   , surtout après l épisode du bus de Knysna... Et puis pour qui se prend-il ? Si on ne peut plus dire   casse-toi   à quelqu un qui nous agresse verbalement, où va-t-on ? Cela dit, les problèmes sont récurrents entre Nasri et les autres (pêle-mêle: équipiers, presse, entraîneur, supporters) et Laurent Blanc n aurait pas du le sélectionner (dans la mesure où il serait trop limité intellectuellement et asocial). Pour son niveau footballistique, ça se discute mais il n est pas apprécié par ses équipiers (trop personnel) et il n a pas été bon à l Euro 2012. Cela dit, s il faut absolument être mesuré et modéré dans les articles, ce n est pas le cas ici on peut donner son point de vue dans les discussions... Donc, je donne mon point de vue personnel sur Nasri comme j en ai le droit, ici Nasri est un petit c.. (je reste gentil et correct, il le faut). 34 super héros (d) "
"Bonjour    UDLEF    et bienvenue sur Wikipédia ! Dans les habitudes de Wikipédia, votre page utilisateur est destinée à la présentation de vos projets vis-à-vis de Wikipédia et non à remplacer un article non admissible. C est pourquoi son contenu a été effacé. Je vous souhaite de bonnes futures contributions sur Wikipédia. Cordialement. Habertix (discuter)  Une question concernant le fonctionnement de Wikipédia ? Contactez le forum des nouveaux !","En réalité vous êtes un profiteur fumiste qui ne connaissez rien à rien. vous vous permettez de donner des avis sur des choses que vous ne connaissez pas comme la prétendue « vraie personnalité belge » et quand on vous mets votre incompétence devant les yeux, vous vous défilez car « cela ne vous intéresse pas ». Vous êtes un petit-bourgeois conformiste profiteur du système et c est à cause de parasites comme vous que l Europe de l Ouest se porte très mal et qu elle va bientôt s écrouler."
"Bonjour, 92.90.21.81, et merci de votre participation à Wikipédia . Je vous informe que la page que vous avez créée a été supprimée par l administrateur    Lomita    avec le commentaire «    Bac à sable    ». Si vous estimez que cette suppression est inappropriée, vous pouvez faire une demande de restauration de page,   en motivant votre demande   et   en apportant des preuves   de la pertinence de votre article via des sources vérifiables et pertinentes justifiant cette admissibilité (coupures de presse, études universitaires, statistiques publiques, etc.).    Ne recréez pas cette page vous-même.    Si vous tentez de la recréer, elle sera automatiquement blanchie par Salebot. (bot de maintenance) "," Panam est un con sensus à lui tout seul, comme il l a souvent prouvé. Honorable Troll (discuter) "
"1 Bonjour, je suis Frakir , et je vous accueille en tant que wikipédien bénévole. Wikipédia est une formidable aventure collective, toujours en construction. La version francophone comporte aujourd hui articles, rédigés et maintenus par des bénévoles comme vous et moi. Vous allez y effectuer vos premiers pas n’hésitez pas à me contacter si vous avez besoin de conseils ou d aide pour cela, ou à laisser un message sur le forum des nouveaux. Une réponse vous sera apportée avec plaisir ! Wikipédia repose sur des    principes fondateurs    respectés par tous Encyclopédisme et vérifiabilité (s appuyer sur des sources reconnues) ; Neutralité de point de vue (pas de promotion) ; Licence libre et respect des droits d auteurs (pas de copie ou plagiat) ; Savoir-vivre (politesse et consensus) ; N hésitez pas à modifier (l historique conserve tout). Vous êtes invité(s) à découvrir tout cela plus en détail en consultant les liens    ci-contre    → Un livret d aide à télécharger, reprenant l’essentiel à savoir, est également à votre disposition. Je vous souhaite de prendre plaisir à lire ou à contribuer à Wikipédia. À bientôt ! . "," Je suis linguiste, diplômé de l université Paris 7, et j ai été transcripteur notamment pour la société ELDA. Cette façon de faire supprimer toutes mes contributions s apparente à de la censure et du vandalisme. Vous êtes un mufle et un vandale, Monsieur. Paul-Eric Langevin "
" Personnage secondaire, c est certain, mais d un univers de fiction ? Il s agit d une ancienne catcheuse travaillant à la Florida Championship Wrestling. Elle fut embauchée à la WWE en septembre 2009 en tant qu annonceuse de ring, puis licenciée le mois dernier. Tout ce qu elle a accompli se trouve sur cette page. Cela mérite-t-il un article sur Wikipédia ?    Jean-Guy     Gloups ! La plupart des messages postés sur la page de discussion du projet Catch concerne la maintenance. Il est grand temps que cela change !    Jean-Guy     Au fait, Maurilbert, si tu as cinq minutes, peux-tu jeter un coup d œil sur The Nexus, s il te plait ? Merci d avance !    Jean-Guy    même date, même heure (même fuseau)","Salut suçeuse de queues , laisse mes articles ou ils sont conard en + t est moche et de bouffe de la merde en paquet de dix ou jte bourre de le cul a coup de lattes dans le fion salope"
"Bonsoir, j ai créé cet article il y a tout juste quelques heures, et je me suis prioritairement focalisée sur le contenu, non sur le contenant. D où le bandeau ébauche que j ai apposé. Merci à vous pour les améliorations que vous avez apportées. Cordialement,Françoise Maîtresse (discuter)  ̴̴̴̴","Je voudrais ajouter que la dérive viens de vous, votre livre le démontre bien, vous n etes ni médecin ni psy, et ne répondez a aucuns critères d éthique lié a la médecinne.De plus vous continuer lamentablement a meller hypnose et sophrologie ! vous n avez rien compris a la démarche de la sophrologie, que vous préferz tourner a votre sauce de manipulateur, vous avez créé plusieurs pages sur WIKI arreter vos manoeuvres de manipulateur merci ! Pierre-Henri."
"Quand on voit la longue liste de vandalisme commis par cette adresse IP, ne pourrait-on pas bloquer son adresse ? J ai un peu de mal à comprendre qu on soit laxiste avec ce genre d individu. en tous cas, merci pour ton intervention. membership "," Si je résume les propos du proposant, on doit supprimer l article parce qu il a été créer par un sale con (super argument) et parce qu il n y a pas de source (j en ait vu plusieurs dizaines). L article bien que perfectible, est à mon sens parfaitement acceptable. Skiff (discuter) "
"Votre obstination n a d égal que votre absence de dialogue, en agissant ainsi vous ne faites que fournir des motifs supplémentaires quoi qu inutiles à la suppression de vos... hum... contributions hors charte (j ai pourtant essayer de faire appel à votre intelligence mais en vain).","Salut, pour information si une personne du Grand-Duche Luxembourg voit ca ... la différence de couleur BLEU date de +/- 1989 et ils sont ... comment le dire ... fier ! et c est idem pour la Belgique ( province ) C est parca que nous avons fait la révolution ! ( 1830 ) et voila aussi le pour quoi de la queux double ... la separation Hollaidaise et Luxembourg ... C est vrai quoi ? c est comme la france a un mouveau drapeau , bleu - blanc - rouge horizontale et non verticale ???? idiot !!!! "
"Bonjour, les lignes de bus urbaines et les lignes de bus inter-urbaines font parties de 2 réseaux différents. Le réseau urbain se nomme  Le Bus TM  alors que le réseau de bus inter-urbain se nomme  TM péri-urbain . Il faudrait créer une autre page pour les lignes inter-urbaines. Wikisud82 (discuter) ",yoyoyyo les man ici les mec vou ete des nul lard ptdr nous on ses tout comme le sex lol....
Tu es aveugle ou quoi ? Je t ai dit que je respecterai les règles. Faut-il que je rajoute  Maître vénéré  pour que tu me fiches la paix ?-Badowski/discuss. ,"Je en avais pas vu votre msg sur ma page, mais la ca me decide a pousser une gueulante dans ce poulailler encrotte: . Il faut pas m envoyer frequenter ces gens-la, m sieur, les wikiyatollahs de supermarche sont contagieux et me rendent agressive. "
"que votre rédacteur ne connaît absolument pas. D ailleurs votre article sur lui ne dit pas du tout que c est LE spécialiste de la religion gauloise et ne cite même pas son livre Lougous. Tu censures aussi Ricolfis et Monard, dont tu n as certainement jamais entendu parler, et tu es tellement ignorant comme ton rédacteur que tu es incapable d écrire correctement le nom d un seul dieu gaulois. Vous ne citez aucune source gauloise, pourtant elles sont nombreuses !","Vous pouvez continuer de parler si ça vous chante, mais si vous n avez rien de plus intelligent à dire, j ai bien peur que ça soit inutile. Au moins, vous avez compris que vous n avez pas à me tutoyer, un progrès notable, au moins. Allez, à bientôt pour de nouvelles contradictions. NqKe (d) "
"Pour répondre à vos deux messages je n ai donné l exemple de   mon   braquage car votre idée de livre m a fais sourire par sa simplicité. Et malheureusement non ce n est pas pour un épisode, car le cinéma américain est à l heure actuelle frileux sur l  utilisation d acteur Français (du à la guerre d irak) donc je ne puis participer à un épisode inédit, quoi que ..... Mr Lord  La simplicité de l  idée  du livre comme support de la médiation est voulu en quelque sorte d une part, je n étais pas beaucoup inspiré pour trouver un exemple — en manque d imagination ? Je ferais un bien piètre détenu — ; d autre part, je trouve que la simplicité — disons la naïveté — d une idée en fait parfois la force car les soupçons la négligent et s orientent davantage vers des idées compliquées. A propos, vous aurez peut-être noté (voire re-noté) que, dans   Les évadés  , diffusé hier (lundi) soir sur la même chaîne, un ouvrage est utilisé comme boîte de transport d un objet entre deux détenus (Red et Andy). Amusant... nha de Lyon ",je vous assure que c nul car on peut pas le mettre enn anglais vous etes tous des pd fils de pute ect
"Bonjour, Pendant plusieurs vérifications automatiques, un lien était indisponible. Merci de vérifier si il est bien indisponible et de le remplacer par une version archivée par Internet Archive si c est le cas. Vous pouvez avoir plus d informations sur la manière de faire ceci    ici   . Les erreurs rapportées sont http://www.citroenet.org.uk/html/a/axel.htm Dans Citroën Axel, le Thu Jan 26 20:29:36 2006, 404 Not found Dans Citroën Axel, le Mon Jan 30 22:20:10 2006, 404 Not found ▪ ","Pfff, ça prouve bien qu on a une administration complètement crétine. Faudra signaler ça au conseil municipal ... "
"Ca, c est un risque récurrent... (feignants de journalistes !) Raison de plus pour essayer d utiliser les articles de presse qui font un bon boulot de synthèse (et il y en a). Jean-Jacques Georges (d) ","Voila j ai un GROS probleme avec un marocain qui s amuse à modifier Tous mes articles aue j ai crée ou contribuer. J en ai marre de me fatiquer pour rien !! C est un jaloux que j ai découvert par hasard en train de modifier les pages sur les AUrès , région qui n a rien a voir avec lui!! Est ce que tu peut le prévenir et lui anvoyer un message de vandalisme! A chaque fois que j apporte une source il dit simplement que ce n est pas suffisant et lui n en apporte aucune!!! CA fait qu on doit mettre toujours MAghreb alors que quand il s agit du MAroc o laisse bien pour eux!!!!Alors J aimeria VRAIMENT VRAIMENT que tu fasse quelque chose et non pas que tu me raconte de la merde ( excuse moi mais je ne sais plus comment faire !).Le Gars c est Saltassine et si tu regarde l Historique de l article chekhchoukha tu vois qu il est venu hier et qu il veut salir les articles algérien!! Moi je vais pas modifier leur plat le Tajine qui pue!! Merci et cordialemnt (en se faisant du mal)Auressien (d) "
"right|85px Bonjour    Grey juniper du 07   , L article « » que vous avez créé a été ou va être supprimé pour son non-respect des critères d admissibilité des articles, en l absence de sources vérifiables et pertinentes justifiant cette admissibilité.    Saviez-vous qu il n est pas possible de parler de tout sur Wikipédia ?    Les sujets traités doivent correspondre à certains critères (   aide   ). Si vous estimez que cette suppression est inappropriée car le sujet répond aux critères d admissibilité, vous pouvez faire une demande de restauration de page, en motivant votre demande et en apportant des preuves de la pertinence de votre article (coupures de presse, études universitaires, statistiques publiques, etc.). N hésitez pas également à solliciter des bénévoles via le forum des nouveaux pour obtenir une aide personnalisée, ou à me contacter directement. Je vous souhaite de bonnes futures contributions sur Wikipédia ! Bédévore [plaît-il?] ","En effet. J ai assisté par hasard à une... « performance » de Costes. Ne comparons pas l incomparable. Le jour où Didier Super se masturbera sur scène avec une poupée gonflable en hurlant des insultes racistes et homophobes dans une sono faite de Larsen, on en reparlera. Serjean "
"Tu est pénible, je cherche une phrase qui te convienne et plus je fais d efforts de transformation plus tu trouve a redire. Je te signale juste que le pouvoir sucrant ne concerne pas que les sucres artificiels, les feuilles de Stevia ont un pouvoir sucrant très important et elles ne sont pas interdites par leurs croyances. Papillus (d) ","Mouais bof Apollon -vous etes limite schizophrène, parce que dans votre plaidoyer vous ne mâchez pas vos mots. Vous voulez passer pour le mec modéré conciliant les extremistes (à savoir Libre et moi-même) alors que nous défendons la même position. Quand au regard neuf, une bonne douzaine d internautes (comme vous le dites vous-même) se sont opposés aux lubies de Libre -et ca n a jamais changé grand chose. Je crois qu il faut poser le doigt sur le problème -à savoir Libre- et c est d ailleurs ce que vous êtes en train de faire en saisissant le comité d arbitrage. Moi j appelle un chat un chat -ayez l honeteté d assumer vos démarches -merci. Quand à mon  témoignage , je vous ai déjà dit de vous dépatouiller tout seul. Je suis un peu déçu par votre attitude. Merci, Gus22 "
" Là encore soit tu es endoctriné par de la propagande anti-russe de Saakashvili avec plein de préjugés naïfs! La Russie est bel et bien très corrompue mais ses passeports ne se monnaient jamais sur le marché noir! Puis, c est les Géorgiens qui ont tué 5 soldats russes avant l offensive (c est prouvé) et pas le contraire.Atilin (d) ",   Texte gras    non mais le monde s en vat ou pour militer en faveur des pédophiles?? cest gens la sont malade et meriterait tous la mort sans exception.... pensez donc au jeunes victimes qui non jamais voulu sa et qui doivent vivre avec les consequences de leur actes monstrueuses ils sont simplement fou
"Bonjour ALDO CP, Vous avez supprimé la page que j avais faites sur l enterrement evangelique. J etais ok pour faire les modifications nécessaire mais la j ai totalement perdu le contenu... Pourriez vous me dire 1) Comment retrouver l article 2) Quelles sont les modifications à faire pour pouvoir le publier 3) Vous parler de droit de advitam.fr, c est une des sources qui m a permis d ecrire sur le sujet, je ne comprends pas votre intérogation. Leur article est bien fait je m en suis inspiré Merci pour votre réponse et pour votre temps, Je voudrais simplement pouvoir contribuer à l encyclopedie... Jonathan",Décidément c est une manie d avancer masqué sur ce site! ...ça en dit long sur son honnêteté! Bande de pitres! Philibert MOUCHABEU
"Il est à noter que l esthétique de cette tour est une affaire de goût subjective. Il en a été de même lors de la construction de tous les monuments, ainsi que bien sûr celle la Tour Eiffel, puis des tours de la Défense, Certaines personnes, en particulier les touristes pouvant apprécier l architecture de ces édifices, lorsqu il y a recherche d une certaine élégance de construction, certainement davantage que celle des barres d immeubles de HLM !","Inutile de continuer plus longtemps, si vous comptez écrire ce genre d âneries... Theoliane (discuter) "
"Tu n as jamais eu un bon feeling avec moi, c est clair. L inverse est-il vrai ? Rien n est moi sur ! Lors du malheureux accroc avec Kimdime, tu as été plus qu insultant sur le BA. Quand tu auras le courage de justifier cela, diff à l appui, fais-le. Quand tu sauras faire taire les merdeux d IRC, fais-le. D ici là, garde tes beaux principes pour toi. ","Au hasard de mes pérégrinations sur WP je lis et chacun se reconnaîtra:  Tu es un sacré con ,  Bande de sionistes acharnés ,  petits POV-pushers que vous êtes, vous ,  Merci de nous épargner votre pathos ,  vous êtes pathétique  et bien d autres invectives parfaitement détestables et irrespectueuses. Mais tout d un coup le soupçon de MLL fait hors WP est jugé absolument inacceptable ... intéressant! "
"Un contributeur insiste et essaye d imposer l article Abdellatif Jebari par la force. Alors que comme vous l avez remarqué, il ne répondait pas aux critères de Wikipédia. La majorité des utilisateurs ne partage pas son avis personnel. Est-ce que vous pouvez effacer à nouveau l article ? Merci d avance.","Il n y aucun militantisme, mais plutôt de votre part ! Le Sahara est une région du Maroc, et l indépendance est non reconnue. Dakhla est une ville du Maroc, est non une ville  sous contrôle marocain  ! Allez d abord au Maroc est dans cette région avant de débiter de telles conneries dans une encyclopédie libre !"
"Cher Popo le chien, tu as déprotégé il y a quelques temps la page Royal Rife après le bannissement d un éditeur problèmatique, pourrais-tu la re-semi-protéger dans la mesure ou une IP (dont les deux derniers chiffres changent tous les jours) rétablit invariablement et sans discussion la version initiale que Leridant a pourtant fait évoluer. On en est à plusieurs reverts par jour... Si ce n est pas le bon endroit pour cette demande, dis-moi. Bien cordialement, Ouicoude ",Nous avions déjà un article pas trop éloigné. Mais l article anglophone était bien un article sérieux. Pour parler en langage diplomatique: arrête de créer des articles en fouillant les poubelles des conneries d IP. Bourbaki 
" Si il y a tentative de passage en force, sans tenir compte des observation faites ni des sources vos soliloquage sur la compétence des uns (toi j imagine) et l incompétence des autres en est une parfaite illustration. Lefringant (discuter) ",saleté d américains tiens ... t as pê un avis différent du mien Wikipédia:Pages à supprimer/Hockey sur glace junior TaraO 
"Votre insertion    Hugo , célèbre personnage de films à caractère pornographique, réputé pour donner un orgasme à ses partenaires en 15 secondes avec un pénis de moins de 4 cm en érection    a été supprimée. Vos contributions ne sont pas dignes d une IP appartenant à une université française. Bonjour       ,    Dernier avertissement !    Veuillez    cesser immédiatement    toute dégradation de Wikipédia. Au prochain acte de vandalisme, vous serez interdit en écriture sur l ensemble des pages de Wikipédia. A+ Thierry (d) ","C est complètement con !!!!! J arrête là, ne comptez pas sur moi pour de nouveau contribuer sur ce site... Continuez comme ça, faites fuir des infos !"
"Bordel, Adrienne, pour quellle raison devrais-tu être jalouse ? Même quand mon langage dépasse grossièrement ma pensée. GaAs26807 ",Tu te crois cool? Tu est dans l équipe de footboll de l école? Tu fait chier les nerdz? Tu n est pas très intelligent?
"J ai du me battre pour résister à la censure qui avait lieu sur cet article, censure vis-à-vis d informations sourcées. Je suis émerveillé par l amour du prochain et la douceur que suscite en ses admirateurs la personnalité du saint homme: si vous êtes un de ses disciples, le résultat est assez intéressant: censure, mensonge, attaque personnelle, vous êtes une synthèse. Et à part ça, bye, allez troller ailleurs. Bradipus      Bla      ","Tu touche pas à ça avec moi, ça fait jeter, si tu veux jeter ça, je vais te violer dans ta bouche, je vais te violer dans ta putains de bouche en voyer."
