chosen,rejected
"Influences 

One cannot forget Bonnie and Clyde, the film, when Warren Beatty is shot in the eye. This sequence comes from the film.

As well, in Brian DePalma's Capone, the sequence with the buggy going down the steps arise from this film.

Woody Allen refers to this film as well, see Love and Death and Take the Money and Run.","douchebag
fremantle suck ass dipshit support a real team that has actually won a premiership u prick"
"Seriously, hand him the tools - he wouldn't.","""

 I Hate Grandma Terri  

I hate my step grandma Grandma Terri. """"Step Grandma"""" is an overstatement. F-ck Grandma Terri in her old ass. Grandma Terri shoult be raped to death. 71.74.76.40  """
"Email 

I have noted the email sent. '''' (H2O)",FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS FUCK VUVUZELAS
"The Band 

On their website, they have all their email addresses.  Try emailing Jimmy, perhaps he'll be cooperative getting some Law facts to you, they deserve their place here.  Here's the website  http://www.murphyslawnyc.com/  I think they also have a myspace site as well.  How the Offspring ripped-off Panty Raid has got to be woven in there somewhere...(my little two cents).. -)",stop fucking talking
HEY MAN WHY U ALL UP IN MY SHEET YO?,"matt J! 

matty j is a right winged nut!"
"Canadians fund the monarchy of Canada. Like the UK, Canadians pay when the Queen or any member of the royal family travels abroad on behalf of the country. Like the UK, Canadians pay for the royal households in Canada, whether they're occupied by the Queen herself, a viceroy, or a member of the royal family.",Have you been fucking living under a rock?
"d 

hi i am new to wikipedia and im just wondering what was so bad about my edit on red hot chili peppers?","Hey it's not my fault he's the Eric Cartman of RSPW & Wikipedia. He hates the Jews, so he can't be the Kyle of RSPW/Wiki. He's too stupid and paranoid to be the Stan, and he looks horrible in an orange jumper, so he can't be the Kenny (though there are some who wish for his death on a weekly basis)."
"This article is highly innaccurate, and has been written from an ignorant and perverted perspective, on this type of art work from my culture. 220.253.22.120","lol, u ppl hav something wrong,just live with it fuckers, and stfu!!!"
"Peer review from Vision 
Hi Paul,
At first glance your theory page seems to be really rich. However, after reading the lead part, I have to agree with you that the language is sort of unclear. More importantly, my feel is that it reads like fragments mixed together but not well integrated. Therefore, I suggest that you may want to work on better summarize the theory and make it more like an article than excerpt. 
Another suggestion from me regards the structure. Obviously, the sections after “Criticism of the theory” were not organized logically. (For example criticism of the theory itself shows up twice.) I think you have done a great job in your page edit outline in describing how you are going to restructure it. 
Also, I just want to mention that you “bonus analysis of talk page” is really fascinating!!! I might do a similar analysis as well, because it addresses some general concerns from a community that not only read the article but also try to enhance it.","You are a dumb flower 

Now, normally, I do not use that term explicitly. I just quietly think it. But in this case, there is evidence. You have no ISBN's to your name. In my book, that makes you a dumb flower I happened to a bit demanding about these sorts of things. The ISBN's  1-894840-36-4 and 1-894840-38-0 . Tell me something: At you local library: do they actually allow you in there? Maybe they just let you in because you are a girl, I dunno.  Do they have an old-fashioned card catalog system there? Do you experience urges to rip out the cards of the books that you simply do not like? I can assure you that you need to try and suppress those urges. OF COURSE I added those ISBN's for you dear. It is like honey to flies. Dumb cunts like you cannot suppress their urges to go and delete them.  And thereby, I trap you, my pretty little dumb flower."
"""
As far as I know, there isn't such a thing. I don't think she had much of a library, being rather hard up for cash most of the time. That is a fascinating project, though. I wonder if """"books MW read"""" or """"had access to"""" would be the way to go. Godwin would, of course, be very fruitful. (I'm currently in Delhi, India - it is overwhelming, but amazing.)   """,I assume you sniff your own farts.
"""Valle Giulia is the equivalent, in Italian left-wing mythology, to the exchanges between the Free Speech Movement and the police at Sproul Hall, Berkeley, in 1964.

People will boast """"I was there"""", and pontificate on its fundamental significance. In fact, it was a rather bloodless affair and, if heavy in symbolism, comparatively insignificant, in practical terms.

I know, because I was there.""","""

 Wrong information 

In the article it claims """"all 20 of the site's three million gallon capacity tanks are on fire.""""
This is not correct. Both the MP for Hemel Hampstead and the poilce sercvices have said that there are more exploisions expected from so far un-affected tanks and the BBC coverage has even shown the unexploded tanks.
I think it is sickening that you have inserted this misleading information into this article which details a terrible event.
Shame on you!"""
"차단 해제 안내  

 저런 식으로 차단이냐. 어이가 없어.","CAN I 

CAN I SHOOT MY LOAD ALL OVER YOUR FACE?"
"== Semi-protected edit request on 1 April 2015 == 

  

  

    young money cash money billionaires",This article is bullshit!
"dear god 
i'm sorry for hurting bryce wilson's feelings. nawlinwiki blocked me for that and i want to be unblocked. i hope nawlinwiki will forgiveme this last time so i can start to b a g ood guy. amen.",Do you suck dick private? BULL SHIT!  I bet you could suck a golf ball through a garden hose! |Talk
"this novel and movie is a fiction 

where is a need for this article? do we really need article explaining meaning of fiction?
72.185.61.209","Pembroke sucks.com 
I am from the pembroke area and I found the link to pembroke sucks usefull and interesting. It is as far as I know the only forum dedicated to pembroke and the pembroke area. I say: as far as policy is concerned, coming on here everyday to remove a link that walks the line between usefull and not usefull is imho a little excesive. I understand that the people who run pembroke sucks also don't seem to know when enough is enough (I myself have removed large adds for their site from the pembroke article) and they should get the hint (like.. you don't own this site, and technically your link shouldn't be here. So why do you think it is somehow your right to post it?)but really.... its a link... its not even in the main body of the article. This is not a gateway to some larger problem. Let it go. stop being a link nazi. and stop posting your link where its not welcome. This is not one of the articles where links are used to support points of view (like on, i don't know, white power sites) so whats the big deal?"
"""

""""Massacre"""" makes the most sense at this time because most of the sources discussing the event have used the term. """"Event"""" sound like the circus came to town so that's a non-starter. """"Sack"""" is also a non-starter for numerous reasons, chiefly because like """"event"""" not one source uses that term.crewer (yada, yada) ""","""

 Bye 

I'm not going to deal with the assholes any more.  Best wishes,  Boomer!  """
"It was a notable historical local cultural movement, fairly well documented. Folding into Counterculture of the 1960s would be pointless as that would only likely ultimately lead to a decision to split it out again as there is just too much info. Moving  to UK Underground (1960s) is not a bad idea.","Um, the ethnic hatred was largely due to the Han Chinese or even minority Hui Muslims being more successful than Tibetans are. That's what they complained about. They did not complain about how some country invaded them almost years ago. That's why it was the poorest of the Tibetans rioting, not the middle class. The two Western reporters who interviewed residents both came to that conclusion. Maybe you should do more research on the topic before speaking? I know you're pro-tibet and probably Buddhist, you're really giving Pro-Tibet people a bad name with this biased garbage. 216.252.71.154"
"1987 Shooting at Ocean Island (water-themed area within the park)
Does anyone have information on the shooting that killed two girls swimming in the wave pool called Ocean Island?  One of the victims was Michelle Sexton, a sophomore at Northwestern High School in Rock Hill, S.C.; the other was a young girl (perhaps 6)?  Seems like this should be in the timeline, if nothing else. 208.58.79.184","""

hey warrens, fuck you too. """"Uncivil manner, means me trying to elaborate on my arguments and getting  revert on revert that's what uncivil means. So yeah your a big winner champ and won't get banned. Asshole. 

Since the vista article contains information about the anti trust situation which, since it seems some people here have got a mouthful of gate's balls, is mislabelled anti trust controversy. Not really a controversy though is it when a court elected by over two hundred million people issues a decision, it'a court ruling, like it or not there's no controversy too that. Otherwise we should renaim the ted bundy trial, to the tend bundy controversy, since any court ruling merits this label. 

Since there's a section on anti trust laws and vista, it's worth noting the recent news that microsoft are going to be paying a hefty daily fine for completely ignoring the court's injuction. And this does have bearing on vista. You can't quote the m.s. pr saying we don't know what they want us to do, it's all questions, or whatever else he mentioned, without an adjunct sentence, of the head official regulating the anti trust actions quoting him too saying that our injuctions are crystal clear yet ms has ignored them for over two years now. 

But of course this has no bearing if this article is supposed to be a showcase for vista.

So like i said, if some fuckers had gone into the trouble of actually discussing any of that instead of reverted every single edit in a hitleric fashion, things would be different.

But for now this stategy of being a hawk on an article I wish to keep in a certain way, and being completely uncivil and rude about it, merits from my part a roayl, fuck y's all, take your mouths off of gate's balls and then we can talk.
 """
"==Thanks== 

 For your response on the Bishonen page. You're absolutely right about the tactic and the context and I'm grateful for the insight. And that push poll joke of yours nearly sent orange juice out of my nose. 'Autographed photo from the Hitler Fan Club?' Priceless. Thanks Geogre.","Get a life 

Look saddo, I don't know who you are, but you know... get a life. To be honest, does it matter that much that I don't know a website where what was said was said, and let me assure you, The Times newspaper is a fairly reliable source in my book. 

Do you have a job? Because the kind of person who checks every page for edits, and their reliability is a pretty sad little man (or woman, I don't know what yamla is)

Before you say anything, or 'cite me for blocking' or some crap, this profile was only made because the school ip was blocked, and I edited a page about the Crusades. Happy?"
"Translation of the Term Suryoyo into English

S.J Louis Costaz, Dictionnaire Syriaque-Francis, Syriac-Englih Dictionary:
Suryoyo/Suroyo (ܣܘܪܝܐ /  ܣܘܪܝܝܐ)  Syrien, Syriaque [in French], Syrian, Syriac [in English]
S.J Louis Costaz, Dictionnaire Syriaque-Francis, Syriac-Englih Dictionary, Pub Imprimerie Ctholique Beyrouth . Page 225
  
D.D.J Hastings, Dictionary of the Bible:
Syria/ Syrians – See Aram, Arameans.
D.D.J Hastings, Dictionary of the Bible vol IV. Pub Charles Scribner’s Sons 1902. Page 645

R. Payne Smith, A Compendious Syriac Dictionary
Suryoyo (  ܣܘܪܝܝܐ)  a) Syrian, Palestinian, Chaldeans i.e. ancient Syrians. 
b) Syriac.
R. Payne Smith, A Compendious Syriac Dictionary, Pub Oxford University 1903. Page 371","Stop putting your bullshit up, Jason"
"page blanking 

Please do not blank pages or create content forks.  There should be one article or section for each topic on wikipedia, so when satanic ritual abuse in the Netherlands redirects to list of satanic ritual abuse allegations#The Netherlands and the content has been merged there, there is no need for satanic ritual abuse and the Netherlands.  Please use edit summaries to indicate why you are altering the content in the ways you are.  To an uninvolved editor it looks like vandalism; to me it indicates either you are unfamiliar with content policies and guidelines or...I don't really have an or, except to venture disruption to make a point.  Please engage on talk pages, if you've got a reason for your changes, post it on the talk page.  Ask other editors for help, listen to their points and read and refer to policies and guidelines.  Wikipedia is a community and you have to work with other editors.",My source was fucking TELEVISED.
"We obviously don’t have consensus because I and Diego Moya and many other Wikipedia participant acknowledge the fact that incorporated scientific pictures clearly must be of your own scientific work and also include a link to the pictures “peer viewed” and published scientific source. Or else it will be almost impossible to incorporate any type of pictures to the Wikipedia articles.

User:GameOn and his associates, for some strange reason, wants information and knowledge about the source of the pictures and text found in the galling article, to be kept hidden and not easy accessible against the paragraphs in the Wikipedia manual against censure ship. 

Unfortunately I don’t have the knowledge to make you and your associated blocked from Wikipedia due to acts of censure ship.

Question to GameOn, why du you think your opinion is more valuable than many others?",What the hell did I make a Bibliography for if this is original research?  I must be stupid.
"""20006 UTC

Electronic Music is an idiomatic expression that may mean, depending on the context, either the genre of academic and experimental electronic music or'''  the technique of performing music by mean of electronic devices; the latter, this technique, is used in any music genre. This """"disambiguation""""'' applies to many european languages such as English, German, French, Spanish, Italian.  12:41, 19 June """,you are gay gay gay gay gay gay
"Go right ahead, I don't see any problem with the suggestion.",Fuck offfff.!!!!!!!!!!!!!
"Dear   I am greatful for your comments. My only interest is to provide accurate information about the period of American Abstract Expressionism of the 1950s. 
 As a collector and a Ph.D. in basic medical science I have been troubled by the lack of accuracy that art history has been dealt with. What I have been writing in New Art Criticism is entirely correct yet I believe that it needs help in presenting it. If you could help me I would be greatful. Similarly I need some help with Albert Kotin as well as with The Art of This Century. I am going to delete the outside links to the books that were edited by me. 
 Sincerely Yours,","You really are a wanker. Honestly, I sit here and expose myself metaphorically speaking to a conciliation, but all you can do is ignore me. Sir, not only do you constantly assume bad faith, you abuse your powers as an admin in terms of venting your privately held sexual frustrations in dealing with other peoples work. You also advertise blatantly on your userpage, an offence I brought up before but which you remarkably labeled 'vandalism'. Several of your articles do not cite sources, therefore not establishing notability in the field they claim to represent. 

Your response to all of this will be of course to 'remove this' as vandalism. To that I say to you, you are pathetic. You are a cretin. Only by replying to me will I stop. Sir, I am a reasonable man but your constant incivility is driving me over to the edge. Already I have made legal challanges to your position here; You may consider me to be a troll, but I am a long gone editor, wanting to drag you down like the slimeball you are. You are the kind of fucking imbecile which is dragging this place down to its knees. When will you learn that it is common fucking human decency to reply to somebody when they approach you with a genuine question. 

What do you say?"
""" 

 To add a few more things that should be worked in: 
 * Scalia and O'Connor: Between the 1989 Stanford case and this case, a mere four states changed their laws; ergo, saying that a """"national consensus"""" that did not exist in 1989 has emerged since then is bordering on silly. 
 * Scalia: Pointing to a treaty that the U.S. has deliberately not ratified as evidence is suspect, as it seems to imply that the Court has the power to effectively ratify the treaty itself, or at least to bring its provisions into force. 
 * Scalia: The majority opinion claims that the Eighth Amendment is to be interpreted in the light of """"evolving standards of decency"""", and also claims that the Court itself should consider in its own right whether a particular punishment is morally sound.  This, in Scalia's opinion, is akin to saying that the Eighth Amendment shall be interpreted in the light of """"evolving standards of decency"""", and then defining """"evolving standards of decency"""" to mean a show of hands among Supreme Court justices. 
 * Scalia: The Court's arguments at best show that, as was held in Stanford, there is a consensus to rarely execute people for murders committed while they were under the age of 18; not to never do so.  Therefore, deciding when it is appropriate to do so properly rests with juries, who are better equipped to judge particular cases. 
 * Scalia: Previous decisions that have overturned the death penalty in specific instances, such as for rape or for the legally insane, have required much stronger levels of national consensus than the ones exhibited in this case. 
 I think that covers most of the major points, although I may be missing something. 
  """,stupid bot leave me alone!
"""
 Pointing out that your behavior is in violation of Wikipedia:AGF and Wikipedia:Ownership of articles is not a personal attack. Grow up, stop editing my words, and let's stay op topic. ''''Let's talk about it """,Your content is jerky.  Please stop or I will be forced to do something I don't want to do.  99.164.68.102
"""
Oh, and just to let you know, you are in violation of 3RR. -  T:C ""","Speedy Deletion of Titans (Webcomic)
For crying out load, man. The reason why it hasn't got much on it is because I just created it. I wanted to get the damn page up before adding more stuff to it. Don't get your knickers in a twist just because a page isn't created perfectly immediately. Don't get your knickers in a twist and select every new page for speedy deletion. In fact, I'm going to go cliché and say you're the cancer that is killing Wikipedia. There, I said it. Give me a day or two before being a dick. And don't moan that I'm insulting you, since your behaviour simply called for it."
That was patronizing.,Get out of America. We don't want another supremacist.
Addendum: On the white guilt page the opening line is as follows: [white guilt is the...] often said [to be felt...]   Who is a frequent (and most recent) editor of that page? User Malik Shabazz.,"Remove the erect penis image from the article on feminism  it's not relevant, and it's kind of stupid. Unless the relatively undescended testicles make the fellow (Richie?) somehow a feminist?"
I'm knackered. you do it.,"Um, if someone is the product of a pig and a dog, he/she is not the penis of a pig, he/she is a pig-dog. Come on, now.    Also, you violated BLP..."
"""

 My RfA 

Hi Rey. I'd like to thank you for your support of my RfA. It was closed at surprising 75/0/0, so I'm an admin now.  ""","One simple spelling mistake and I am branded an idiot.  So sorry to you, elitist Wikipedia editors, I am not worthy!"
"""

, I absolutely agree. I was trying to say that there is a circumstance where it could be mentioned, but shouldn't be a """"sister concern"""" section.  AKA Konrad West TALK """,It's the STFU. Now some dufuses are changing my contribution that I've made on the article on John Cena.User:Pic Business
"Its possible because the movie was panned by critics, it deterred others from seeing the movie. Only those loyal to the book & the book series itself went to see it, apart from the few that like dragons. For me the movie was good, but its just my opinion. I read the entire series and its my second favorite book series. But the first book dragged on for several chapters, basically at some point where Brom & Eragon are on their journey up till the point where Eragon & Murtagh arrived at the Vardan camp. From that point forward, the series is a fantastic read. Perhaps because of the slow start of the story where it dragged could have played a part in the film's lack of success. Just my opinion.","hangin with mr. v 

the hot buttstud"
"Tropical cyclones left out of the database 

I was wondering, can you show me any systems that look suspect? I've looked at pictures of the September 12,1992 storm, and I believe that it was a hurricane. John Hope said something about it when it happened. The CHC mentions two possible storms in the 2002 season, that brushed Newfoundland. There was one also in 1996, that looked as though it was a full bird TS that passed off of Newfoundland as well.  Shearwater912","You fucking cunt
Mallyarse Fatbum stop being uncivil you nasty mean spirited shithead, Wikipedia is da 'pedia built on civility and it's foul mouthed fuckers like you that spoil it for everybody. If you can't say anything nice then say nothing at all, surely even a dumb fuck like you can remember that."
"Well, glad someone appreciates the joke ) thanks.","I'm not vandalising anything. I'm adding to the Wikipedia. You're one to talk. I saw your user info, you lazy perv"
""" 
 :Neither - good grief, every so often I've seen this - once before with an edit of mine, but also with edit of others. For some reason I have yet to understand, something bizarre happens with the server and weird errors get introduced with a legitimate edit. I was making some small, legitimate copyedit and formatting changes. I don't know what caused the weird typos with those. I wish I did. Thanks for reverting. I'll go back now, and redo the real edits I was trying to do. of """,EAT SHIT AND LIVE
"""

OIT does not say that """"PIE=Vedic"""", this is what the bulk of naive Hindu patriots (and I do not include Nobleeagle in their number) do not get. Elst's """"semi-reasonable"""" OIT """"emerging model"""" (""""emerging"""" being a way of saying that nobody believes in it """"yet"""") would mean that the Mature IVC was the home of Proto-Indo-Iranian, which isn't """"Vedic"""". The Vedic period begins with the RV, which would date to later than 1900 BC in both OIT and AIM models. 
Nobleeagle: yes, I said I would be willing to present OIT as a reasonable alternative on similar footing as the Anatolian hypothesis, which is itself  rather fringy and mainly advocated by a single scholar. The solid mainstream consensus is that PIE has """"Kurgan"""" origins in the widest sense (which themselves may be open to a lot of varying interpretations). Anatolian and a la limite Indian hypotheses may be mentioned in passing as minority views, not as """"main contenders"""". Xiaopo is perfectly right in his point about undue weight. Since I know you are editing in good faith, why don't we try to strike an agreement here instead of us having to follow you around scrutinizing your every edit: an agreement along the lines that you are perfectly welcome to link to the full OIT article from all sorts of PIE topics, but not to present it as anything like a 'main contender' or widely held possibility.  (ᛏ) ""","Yeah, he said he'd never heard of Ferrara, what a crook, the name bad lieutenant just appeared to him in a german sausage."
leave the tunney page alone,""" 
 ::I haven't seen Tan here in a while. What's he up to?  
 ::""""Kids love the dumbest shit. I watched Caillou, and look where i am now!"""" Winner of Keeper's Quote of the Day back when we were talking about it with """"Kek"""".   
 ::iri, you're a girl. With light brown hair. And you have a pretty face...  """
"""
It seems only an escalation of your previous block is likely to get through to you.""""
Seems like thumperward has here taken on the rhetoric of Chester Markel, who wrote up the vote procedures to block Tokerdesigner at ANI.  (Link pending to CM's edits and statements and to later discussion, after Tokerdesigner was banned for one week for """"soapboxing"""" etc., of the news that Chester Markel had been banned as an exposed """"sockpuppet."""")  
Mjpresson denied knowing Chester Markel, but Tokerdesigner's """"double fate (or honor?)"""" here is that Mjpresson's previous partner in controversy versus Tokerdesigner, Altenmann, who blocked Tokerdesigner (reversed in one day) in late 2009, was also banned for """"sockpuppetry"""", on April 11, 2010.  Is there something about Tokerdesigner sockpuppeteers don't like?  Anyway, Tokerdesigner, in Its own defense, suggests investigating whether Chester Markel, John254 etc. might have been sockpuppets of Altenmann.
For purpose of discussion of the cannabis articles' issues with thumperward, SmartSE, Mjpresson, Another Believer or any other editors I will continue adding observations and suggestions here on a day by day basis, leaving till later whether to apply for a block appeal.  

Four main issues have in my opinion not been addressed in any discussion, rather this editor was sanctioned for trying to address them:

 Deletion from Cannabis smoking and Hashish of the reference to Australian Department of Health paper containing warning against practice of mixing cannabis with tobacco which """"can cause unintended nicotine addiction"""".

 Positioning cigarette advertising WP:SPAM, alias picture of """"person smoking a joint"""", with 250 pixels (larger than usual), at the top of the Cannabis smoking article.

 Deleting from that article, from One hitter (smoking and others, numerous pictures of small-bowl or """"one-hitter""""-type pipes which, for inhalant herbal use, constitute the principal alternative or competition to cigarettes, alias """"joints"""".

 Deleting references to do-it-yourself instructions on wikiHow describing how to make one's own narrow-gauge utensil, how to make a crater screen for it, how to sift herb before use etc.   

Recollections of the ANI process""","""__NOTOC__ 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" == 
 == """"I AM SEXY SO YOU SHUT UP"""" =="""
:::I have added a reference from a reliable secondary source which does the analysis just fine.,"""You lying SOB==   
- """"I don't focus on single articles or wikiprojects; mostly I just tweak an article when I see grammar errors or glaring factual omissions."""" ~Kasreyn   
-    
- You've stalked the Insane Clown Posse page for years now, and you constantly revert edits that often have factual basis, but violate your """"Juggalo outlook."""" I'm sure you've noticed the complaints compiled directly and indirectly against your editing techniques regarding all pages relating to the band ICP; complaints originating from multiple wikipedians. Ever consider stepping back, and letting unbiased editors take the reins of ICP?   
-    
- Here's some food for thought, have you ever wondered if some of the malicious sock puppets that attack you were operated by a wikipedian admin who didn't want to lose credibility because of slander? 

=="""
"""

 Please do not vandalize pages, as you did with this edit to Paco Catholic School. If you continue to do so, you will be blocked from editing.   """,All the admins on this shitty site are neurotic control freaks. Don't let their hideous attitudes prevent you from doing what you think is right
The Grassington and Starbotton EL commercial links have been deleted.,"== Tv3 bag monkey == 

 Stop censoring me you douche nozzle."
tporh'ofto; h ki;trohiih h;lthr iko;tkhtopih thiotp' hihtrlok pnt;roiy,hello there this is ovum 34 u remember me u blocked me ur a pussyass bitch fuck u u man!!!!!!!!!!!!!!!!!!!!!!!!!!!
"November 2010 (UTC)

Short and succint. Seems fine to me ¬)   00:34, 14","Burn Deck 

If that'd guy's burn deck is like what I think it is than he is in for a blrude awakening!!! Leviathan motherfucker!!!"
":It would be great if the article covered more of the plans for future station utilization. Does NASA nominally get two of the six crew positions during the 2010-2015 interval? (BTW, the Director General of ESA says NASA currently intends to stop funding ISS in 2015. ) ( - '''')",Cluebot can take there disruptive dits and jam it up there asses there edits are the shit and they are lejit if you dont think so GO FUCK YOURSELF!!!!!!!1
""" 

 ==Trimming PDC career== 
 I've shortened his PDC career given what's been said above. Don't think we should have too much analysis on each match eg """"came from 4-7 behind to win the next three then Taylor missed a couple of doubles."""" That kind of analysis should go on the particular tournament page, so update those at your pleasure/leisure (obviously the world final is an exception). Otherwise we would end up with an article that is far too long. After 1 year in the PDC its probably still out-of-proportion to his career.  ""","Upset 

I TRUSTED YOU!! IT TOOK ME LIKE, 15 MINUTES TO TYPE THAT PARAGRAPH! AND NOW YOU STILL TAKE HIS SIDE? CANT YOU SEE THAT IM THE VICTIM!! Im so lonley."
